name,ingredients
Peri Peri Chicken Feast,"1 chicken, 1 cup olive oil (200 mL), ½ cup white vinegar (120 mL), 8 bird-eye chillis, 8 cloves garlic, 2 medium onions, 4 teaspoons dried oregano, 4 teaspoons paprika, 2 teaspoons sugar, 4 teaspoons salt, 2 teaspoons pepper, 1 roasted pepper, 1 lemon, juiced, 1 lb chip (500 g), ½ teaspoon smoked paprika, ½ teaspoon chili powder, ½ teaspoon garlic powder, ¼ teaspoon white pepper, 1 teaspoon salt, 2 oz mayonnaise (50 g), 2 oz hummus (50 g)"
Chicken Ranch Wrap,"1 whole wheat tortilla, 2 slices provolone cheese, 1 leaf romaine lettuce, ½ cup shredded chicken (125 g), 6 cherry tomatoes, sliced in half, 2 tablespoons ranch dressing"
Easy Chicken Cacciatore,"4 boneless, skinless chicken breasts, cut in half crosswise, salt, to taste, pepper, to taste, 3 tablespoons oil, divided, 1 lb portobello mushroom (455 g), diced, 1 large white onion, diced, 1 large red bell pepper, diced, 4 cloves garlic, minced, 2 teaspoons minced fresh rosemary leaves, 14.5 oz canned diced tomatoes (410 g), ½ cup red wine (120 mL), ¾ cup low-sodium chicken stock or vegetable broth (180 mL), chopped fresh basil, for serving"
Loaded Chicken Fajita Nachos,"3 boneless, skinless chicken breasts, cubed, 2 teaspoons salt, 1 teaspoon pepper, 2 teaspoons chili powder, 2 teaspoons garlic powder, 2 teaspoons cumin, 3 tablespoons vegetable oil, 1 onion, halved and sliced, 4 cloves garlic, sliced, 3 bell peppers, seeds removed, sliced lengthwise, 1 lime, juiced, 13 oz tortilla chips (370 g), 1 bag, 2 cups pepper jack cheese (200 g), shredded, 1 cup shredded sharp cheddar cheese (100 g), sour cream, to taste, salsa, to taste, guacamole, to taste"
3-Way Party Fajitas Kebab,"2 lb boneless, skinless chicken thighs (905 g), 2 lb skirt steak (905 g), 2 lb boneless pork shoulder (905 g), thinly sliced, 2 ½ tablespoons salt, divided, 1 ½ tablespoons black pepper, divided, 2 tablespoons paprika, 2 tablespoons chili powder, 2 tablespoons cumin, 6 cloves garlic, minced, ½ cup lime juice (120 mL), plus more for serving, 2 large white onions, halved, 1 large white onion, sliced, 1 green bell pepper, sliced, 1 red bell pepper, sliced, 1 yellow bell pepper, sliced, 2 tablespoons olive oil, 10 corn tortillas, medium, 1 cup guacamole (230 g), 1 cup sour cream (230 g), 1 cup pico de gallo (240 g), 3 wooden skewers"
White Chicken Chili,"2 cans great northern beans, drained and rinsed, divided, 1 tablespoon olive oil, 1 lb boneless, skinless chicken breasts (455 g), cubed, 3 teaspoons kosher salt, divided, 1 medium yellow onion, diced, 3 cloves garlic, minced, 8 oz green chiles, 2 teaspoons ground cumin, 1 teaspoon dried oregano, ¼ teaspoon cayenne, 1 teaspoon chili powder, ½ teaspoon freshly ground black pepper, 4 cups low sodium chicken stock (960 mL), 2 cups frozen corn (300 g), thawed, shredded cheddar cheese, for serving, roughly chopped fresh cilantro, for serving, sour cream, for serving"
Slow Cooker Chicken Fajita Bowls,"1 red bell pepper, sliced, 1 yellow bell pepper, sliced, 1 green bell pepper, sliced, 1 yellow onion, sliced, 2 lb chicken breast (910 g), sliced in half, 2 tablespoons taco seasoning, salt, to taste, pepper, to taste, 4 garlics, minced, 1 lime, juiced, 1 can diced tomato, drained, 4 cups brown rice (920 g), cooked, sour cream, guacamole, fresh cilantro, shredded cheese"
Orange Chicken,"1 ¼ cups boneless, skinless chicken breasts (150 g), diced, 1 orange, zested, 1 teaspoon crushed garlic, 1 tablespoon soy sauce, 1 pinch salt, 1 pinch black pepper, 2 cups neutral oil (500 mL), ½ cup all-purpose flour (50 g), 2 large eggs, beaten, 1 cup panko bread crumbs (50 g), ¼ cup chicken stock (50 mL), 1 orange, zested, 2 oranges, juiced, 4 tablespoons sugar, 2 tablespoons water, 1 tablespoon cornstarch, cooked rice, for serving, thinly sliced scallion, for garnish, sesame seed, for garnish, sliced red chile, for garnish"
Chili Mac 'n' Cheese,"1 lb lean ground beef (455 g), 1 small white onion, diced, 2 tablespoons garlic, minced, 14.5 oz diced tomato (400 g), 7 oz canned kidney beans (200 g), drained, 7 oz canned black beans (200 g), drained, 1 ½ tablespoons chili powder, 1 ½ teaspoons cumin, 1 teaspoon seasoned salt, 3 ½ cups chicken broth (840 mL), 10 oz cavatappi pasta (285 g), or any other pasta, 3 cups shredded sharp cheddar cheese (300 g), shredded sharp cheddar cheese, sour cream, chopped fresh cilantro"
Blooming Quesadilla Ring,"3 cups cooked and shredded chicken (375 g), 1 onion, chopped, 1 red bell pepper, chopped, 1 jalapeño, chopped, 1 cup taco sauce (260 g), 20 taco-size tortillas, 3 cups shredded cheddar cheese (300 g), 3 cups shredded monterey jack cheese (300 g)"
Chicken Bruschetta Pasta (Savoury),"1 tablespoon vegetable oil, 1 lb boneless skinless chicken breast (455 g), cut into 1-inch chunks, 1 package Tasty™ Savoury Seasoning Mix, divided, 1 small yellow onion, chopped, 4 cups chicken stock (960 mL), 1 cup cherry tomato (200 g), halved, 1 (14.5 ounce) can petite diced tomatoes, undrained, 8 oz pasta (225 g), uncooked, such as penne, fusilli or bow-tie, 1 cup bite-size mozzarella cheese balls (100 g), or shredded mozzarella"
Karaage Fried Chicken,"1 lb skin-on chicken thigh (455 g), cubed, 1 tablespoon sake, 1 teaspoon sugar, 2 tablespoons soy sauce, 1 tablespoon ginger, grated, 1 clove garlic, minced, ½ egg, beaten, ⅓ cup potato starch (40 g), cooking oil, for frying"
30-Minute Pizza Party Boats,"2 french breads, large, wide loaves, halved, ¼ cup olive oil (60 mL), 1 tablespoon garlic powder, salt, to taste, pepper, to taste, marinara sauce, fresh mozzarella cheese, sliced, pepperoni, sausage, crumbled, ham, diced, bacon, cooked, chopped, ¼ cup alfredo sauce (60 g), fresh spinach, artichoke, mushroom, sliced, freshly grated parmesan cheese, sundried tomato, barbecue sauce, 4 oz chicken (115 g), cooked, sliced, shredded pepper jack  cheese, bell pepper, sliced, red onion, sliced, pesto sauce, prosciutto, sliced, red pepper, roasted, freshly grated parmesan cheese, large egg, black pepper"
Broccoli Chicken Alfredo Lasagna,"4 tablespoons butter, 1 ½ tablespoons garlic, minced, 2 ½ cups heavy cream (600 g), ½ teaspoon black pepper, ¾ cup grated parmesan cheese (85 g), 9 lasagna noodles, cooked, 1 rotisserie chicken, shredded, 2 cups broccoli (500 g), chopped, 2 cups mozzarella cheese (230 g)"
Creamy Jalapeño Chicken Taquitos,"6 cups chicken (750 g), shredded, ¼ cup jalapeño (25 g), diced, 1 teaspoon cumin, 1 teaspoon garlic powder, 1 teaspoon salt, 1 ½ cups crema table cream (375 g), 24 corn tortillas, oil, for frying, ½ cup crema table cream (115 g), fresh cilantro, ½ cup cotija cheese (60 g), avocado"
Tater Tot Breakfast Bake,"4 eggs, 1 cup milk (240 mL), salt, to taste, pepper, to taste, 2 lb breakfast sausage (905 g), crumbled and cooked, 1 can condensed french onion soup, 2 cups cheddar cheese (200 g), shredded, 1 bag frozen tater tots"
Bacon-wrapped Mashed Potato-stuffed Meatloaf,"2 lb ground beef (900 g), 1 cup onion (150 g), diced, sauteed, 3 cloves garlic, minced, sauteed, 1 ½ cups grated parmesan cheese (165 g), divided, 2 eggs, 1 cup panko breadcrumbs (50 g), 2 teaspoons salt, 1 ½ teaspoons pepper, 2 teaspoons worcestershire sauce, ½ cup milk (120 mL), ½ cup fresh parsley (15 g), finely chopped, 1 ½ cups ketchup (360 mL), ½ cup brown sugar (110 g), 2 teaspoons mustard powder, 2 teaspoons onion powder, 2 teaspoons paprika, ¼ cup tomato paste (55 g), 1 lb yukon gold potato (455 g), peeled, chopped, cooked, 2 tablespoons butter, 1 teaspoon salt, ½ teaspoon pepper, 1 cup milk (240 mL), 28 slices bacon, slices"
Microwave 4-minute Chicken Quesadilla,"2 medium flour tortillas, ½ cup chicken strip (60 g), or shredded chicken, cooked, ½ bell pepper, diced, 1 tablespoon taco seasoning, ¼ cup shredded cheddar cheese (25 g)"
Shepherd's Pie,"2 tablespoons olive oil, 3 lb ground lamb (1.5 kg), salt, to taste, pepper, to taste, 1 large onion, chopped, 3 large carrots, 6 cloves garlic, grated, 1 tablespoon fresh thyme, chopped, 1 tablespoon fresh rosemary, chopped, 2 tablespoons tomato paste, 2 tablespoons worcestershire sauce, 1 cup red wine (240 mL), 1 cup chicken stock (240 mL), 3 lb yukon gold potato (1.5 kg), cubed, ¼ cup unsalted butter (55 g), 1/2 stick, 4 large egg yolks, 1 cup sour cream (230 g), 1 cup grated parmesan cheese (110 g)"
Indian-Style Popcorn Fried Chicken,"3 chicken breasts, diced, 1 tablespoon chili powder, 1 tablespoon turmeric, 1 teaspoon salt, 1 teaspoon pepper, 2 tablespoons garlic, minced, ½ lemon lemon juice, 1 cup breadcrumb (100 g), 1 teaspoon chili powder, 1 teaspoon turmeric, 1 teaspoon cumin, 1 teaspoon coriander, 1 teaspoon salt, 1 teaspoon pepper, egg wash, 4 cups oil (1 L), for frying"
Garlic Herb-Crusted Roast Rack Of Lamb,"2 ½ lb rack of lamb (1.1 kg), Frenched, salt, to taste, pepper, to taste, 5 tablespoons olive oil, divided, 8 cloves garlic, peeled and smashed, ¾ cup bread crumbs (85 g), ¼ cup fresh flat-leaf parsley (10 g), 1 ½ tablespoons fresh rosemary, ½ cup grated parmesan cheese (55 g), 1 ½ tablespoons whole grain dijon mustard"
Cheesy Taco Breadsticks,"1 small onion, diced, 1 tablespoon garlic, minced, 1 lb ground beef (455 g), 2 tablespoons taco seasoning, 1 lb pizza dough (455 g), rolled out into a rectangle, 1 cup mexican cheese blend (100 g), 1 tablespoon olive oil, salsa, for dipping, guacamole, for dipping"
Sausage & Egg Breakfast Cups,"1 lb ground sausage (455 g), pork, chicken, or turkey, salt, to taste, pepper, to taste, ¼ teaspoon garlic powder, ¼ teaspoon onion powder, ¼ teaspoon paprika, ¼ teaspoon dried parsley, 6 eggs, shredded cheddar cheese, to taste, spinach, chopped, tomato, diced"
Sheet Tray Fajitas Rice Bowl,"¼ cup brown rice (50 g), 1 teaspoon salt, divided, ¾ cup water (180 mL), 4 oz flank steak (115 g), thinly sliced, 1 small red onion, thinly sliced, 1 red bell pepper, thinly sliced lengthwise, 1 tablespoon lime juice, 1 teaspoon onion powder, ¾ teaspoon chili powder, ½ teaspoon ground black pepper, 2 tablespoons fresh cilantro, chopped, 1 lime, cut into wedges"
Copycat Olive Garden Chicken Gnocchi Soup,"2 tablespoons neutral oil, such as canola or vegetable, 1 1/2 cups diced yellow onion, 1 cup diced carrot, 1 cup diced celery, 6 garlic cloves, grated, 1 1/2 medium chicken breasts, cooked and chopped, 5 cups chicken stock, 1 tablespoon kosher salt, 1 tablespoon garlic powder, 1 tablespoon onion powder, 1 tablespoon black pepper, 1 tablespoon dried thyme, 1 1/2 cups half-and-half, 1 pound gnocchi, 1 tablespoon cornstarch, 1 tablespoon water, 1 1/2 cup chopped fresh spinach or kale, Parmesan cheese, for garnish"
One-pan Lasagna,"1 tablespoon canola oil, 1 lb ground beef (455 g), 1 teaspoon kosher salt, 1 teaspoon ground black pepper, 2 cloves garlic, finely chopped, 1 medium onion, chopped, 2 cups marinara sauce (520 g), divided, 6 lasagna sheets, 1 cup ricotta cheese (250 g), 1 cup mozzarella cheese (115 g), 2 tablespoons fresh basil, chopped"
One-Pot Fiery Chicken & Vegetables Pasta,"1 tablespoon cooking oil, 2 chicken breasts, sliced into strips, 2 tablespoons Tasty™ Fiery seasoning mix, ½ yellow bell pepper, seeded and sliced, ½ orange bell pepper, seeded and sliced, ½ medium red onion, sliced, 1 ½ cups fresh spinach (60 g), 3 cups whole milk (720 mL), ½ lb rotini pasta (225 g), ½ cup mozzarella cheese (50 g), shredded, ¼ cup parmesan cheese (25 g), shredded"
Butter Chicken Mac ‘n’ Cheese,"1 tablespoon butter, 2 ¼ cups chicken (300 g), chopped, salt, to taste, pepper, to taste, 1 onion, chopped, 1 tablespoon plain flour, 1 ¼ cups milk (300 mL), ¼ cup butter chicken sauce (50 g), 2 ¼ cups mozzarella cheese (250 g), 2 ½ cups cheddar cheese (250 g), 1 cup elbow pasta (200 g), cooked, 1 cup mozzarella cheese (100 g), grafted, fresh coriander, to garnish"
Chicken Pesto Pinwheels,"2 sheets puff pastry, thawed if frozen, ⅔ cup pesto sauce (170 g), 8 oz chicken (225 g), cooked, shredded, ½ cup shredded parmesan cheese (50 g), kosher salt, to taste, 2 eggs, beaten, fresh parsley, chopped, for garnish"
Greek Chicken Gyro Salad,"⅔ cup plain nonfat greek yogurt (165 g), 2 tablespoons cucumber, grated, excess water squeezed out, 1 tablespoon lemon juice, 1 tablespoon olive oil, 1 clove garlic, minced, ½ teaspoon salt, 1 small whole wheat pita, cut into wedges, 1 lemon, juiced, 1 tablespoon olive oil, + 1 teaspoon, divided, 1 tablespoon fresh oregano, chopped, 1 lemon, zested, 1 clove garlic, minced, ½ teaspoon salt, ¼ teaspoon ground black pepper, 1 boneless, skinless chicken breast, cubed, 2 cups baby spinach (80 g), ½ cup cherry tomato (100 g), halved, ½ red onion, thinly sliced, ½ cucumber, thinly sliced"
Lighter Chicken Korma,"1 tablespoon olive oil, 4 cups chicken breast (500 g), diced, 1 teaspoon salt, 1 teaspoon pepper, 1 onion, diced, 1 teaspoon garlic, grated, 1 teaspoon ginger, crushed, ½ teaspoon chili powder, 1 teaspoon garam masala, 1 teaspoon turmeric, 1 teaspoon coriander powder, 1 ¼ cups water (300 mL), ½ cup passata sauce (130 mL), or tomato sauce, 1 tablespoon single cream, 4 tablespoons low fat natural yogurt"
Loaded Chicken Enchilada Nachos,"2 tablespoons vegetable oil, 2 tablespoons flour, 2 tablespoons tomato paste, 1 ¾ cups chicken stock, 1 tablespoon chili powder, ½ teaspoon dried oregano, 1 teaspoon cumin, 1 teaspoon garlic powder, salt, to taste, pepper, to taste, 2 cups shredded chicken (300 g), tortilla chip, 2 cups shredded mexican cheese blend (200 g), ½ cup sour cream (115 g), 1 tomato, diced, fresh cilantro, optional, queso fresco, optional"
Pita Pizza Pockets 4 Ways,"1 large pita, ¼ cup pizza sauce (65 g), ½ cup shredded mozzarella cheese (50 g), 12 slices pepperoni, 1 large pita, ¼ cup pizza sauce (65 g), ½ cup shredded mozzarella cheese (50 g), ¼ cup pineapple (60 mL), chunks, ¼ cup canadian bacon (55 g), diced, 1 large pita, ¼ cup pizza sauce (60 g), ½ cup shredded mozzarella cheese (50 g), ¼ cup button mushroom (15 g), sliced, ¼ cup green bell pepper (25 g), diced, 2 tablespoons black olive, sliced, 1 large pita, ¼ cup barbecue sauce (60 g), ½ cup shredded mozzarella cheese (50 g), ¼ cup chicken (30 g), grilled. diced, 2 tablespoons jalapeño, pickled"
Jamaican Jerk Chicken,"1 3-pound chicken, 3 scotch bonnet or habanero peppers, chopped, 4 cloves garlic, chopped, 1 tablespoon fresh thyme, 1 tablespoon ground allspice, 2 onions, chopped, 1 tablespoon light brown sugar, ½ tablespoon nutmeg, ½ tablespoon minced ginger, 1 tablespoon olive oil, 2 tablespoons lime juice, ½ cup white vinegar, salt, to taste, pepper, to taste"
Chicken Parm Bites,"1 lb chicken tender (455 g), 1 ball mozzarella cheese, 2 cups panko breadcrumbs (100 g), 1 tablespoon garlic powder, 1 tablespoon dried basil, 1 tablespoon dried parsley, 1 tablespoon salt, ½ cup flour (65 g), 2 eggs, oil, to fry, 1 cup marinara sauce (255 g)"
Easy Juicy Chicken Marsala,"4 boneless, skinless chicken breasts, trimmed, 1 cup all-purpose flour (125 g), salt, to taste, pepper, to taste, 1 tablespoon onion powder, 1 tablespoon garlic powder, 2 tablespoons olive oil, 4 tablespoons butter, divided, 2 cloves garlic, minced, ½ cup shallot (75 g), minced, 1 lb cremini mushroom (455 g), trimmed and thinly sliced, 2 cups dry Marsala wine (470 mL), 2 cups chicken stock (470 mL), 1 tablespoon lemon juice, fresh parsley, for serving, 1 lb Cooked pasta, potatoes, or rice (455 g), for serving"
Ham & Cheddar Wrapped Breakfast Burrito,"2 eggs, salt, to taste, 1 tablespoon shredded parmesan cheese, ½ tablespoon butter, 3 slices ham, 2 tablespoons scallion, sliced, ¼ cup shredded cheddar cheese (25 g)"
Chicken & Tomato–Stuffed Spaghetti Squash,"1 large spaghetti squash, salt, to taste, pepper, to taste, olive oil, 2 boneless, skinless chicken breasts, cubed, 3 cloves garlic, minced, 4 roma tomatoes, diced, 8 oz spinach (225 g), 24 oz marinara sauce (680 g), 1 jar, ½ cup fresh basil (20 g), ¼ teaspoon red pepper, crushed"
Southwestern Taco Salad,"½ avocado, ½ cup cilantro (25 g), chopped, 1 tablespoon lime juice, ½ cup low-fat greek yogurt (140 g), plain, ⅓ cup water (80 mL), ½ teaspoon salt, ½ tablespoon garlic, ½ tablespoon cumin, 1 tablespoon olive oil, 1 chicken breast, diced, ½ packet taco seasoning, 1 head romaine lettuce, chopped, 1 cup cheddar jack (100 g), 1 cup black beans (170 g), 1 avocado, diced, 1 cup corn (175 g), 1 cup cherry tomatoes (175 g), halved, 1 cup tortilla strips (25 g)"
Taiwanese Beef Noodle Soup,"6 qt water, plus more as needed, 2 lb beef shank (910 g), 6 scallions, halved crosswise, divided, 8 slices fresh ginger, divided, 6 pods star anise, divided, ½ cup vegetable oil (120 g), 6 cloves garlic, 2 red chiles, halved lengthwise, 1 medium white onion, sliced, 1 piece rock sugar, 3 tablespoons spicy bean paste, or regular bean paste, ½ cup dark soy sauce (120 mL), ½ cup rice wine (120 mL), ½ cup light soy sauce (120 mL), 2 medium tomatoes, quartered, 1 teaspoon white pepper, 1 teaspoon salt, dried bay leaf, 2 bundles flour noodle, 2 cups bok choy (50 g), scallion, sliced, fresh cilantro, chopped, red chile, finely diced"
Instant Pot Chicken Biryani,"¾ cup plain yogurt (185 g), 2 tablespoons lemon juice, 1 tablespoon ginger, 1 tablespoon Schwartz® garlic granules, 1 tablespoon garam masala, ½ teaspoon cayenne, 1 teaspoon turmeric, 2 teaspoons salt, 1 ½ lb boneless skinless chicken thighs (680 g), 2 tablespoons butter, 1 yellow onion, thinly sliced, 2 bay leaves, 1 ½ cups basmati rice (300 g), rinsed, 1 teaspoon salt, ½ teaspoon saffron, stirred into 1 tablespoon hot water (optional), 1 cup water (240 mL), fresh cilantro, fresh mint, jalapeño, thinly sliced"
10-Minute Cola Wings,"1 teaspoon olive oil, 6 chicken wings, frozen, thawed, 2 tablespoons soy sauce, ¾ cup cola soda (180 mL), scallion, sliced, for garnish"
Caprese Chicken Rollups,"2 boneless, skinless chicken breasts, olive oil, salt, to taste, pepper, to taste, 8 oz mozzarella cheese (225 g), 1 package, 1 cup tomato (200 g), diced, 1 tomato, sliced, 15 leaves fresh basil, 1 cup balsamic vinegar (240 mL), ¼ cup honey (85 g)"
Lasagna-Stuffed Peppers,"4 bell peppers, various colors, 1 onion, chopped, 4 cloves garlic, chopped, ½ lb ground beef (225 g), ½ lb sweet italian sausage (225 g), 1 teaspoon salt, 1 teaspoon pepper, 28 oz diced tomato (795 g), 1 can, 28 oz tomato sauce (795 g), 1 can, 15 oz whole milk ricotta cheese (425 g), 1 cup grated parmesan cheese (110 g), ½ cup fresh basil (20 g), chopped, 1 egg, 4 lasagna noodles, cooked and quartered, 1 cup shredded mozzarella cheese (100 g), 2 tablespoons oil"
